"","filename","speaker","iteration","word","harmony_type","v1","v2","f1_v1_t1","f2_v1_t1","f1_v1_t2","f2_v1_t2","f1_v1_t3","f2_v1_t3","f1_v1_t4","f2_v1_t4","f1_v1_t5","f2_v1_t5","f1_v1_t6","f2_v1_t6","f1_v1_t7","f2_v1_t7","f1_v1_t8","f2_v1_t8","f1_v1_t9","f2_v1_t9","f1_v1_t10","f2_v1_t10","f1_v2_t1","f2_v2_t1","f1_v2_t2","f2_v2_t2","f1_v2_t3","f2_v2_t3","f1_v2_t4","f2_v2_t4","f1_v2_t5","f2_v2_t5","f1_v2_t6","f2_v2_t6","f1_v2_t7","f2_v2_t7","f1_v2_t8","f2_v2_t8","f1_v2_t9","f2_v2_t9","f1_v2_t10","f2_v2_t10"
"1","f01_frame_rep1","f01","1","ʧ͡ʰiɮger","ATR","i","e",274.87,2239.76,285.51,2247.4,280.74,2265.72,265.11,2291.58,302.3,2489.32,337.51,2641.16,355.1,2625.05,365.27,2685.88,370.52,2797.75,368.33,2663.3,1579.9,1825.52,686.93,1808.97,337.9,1793.63,381.55,1779.16,413.91,1708.5,441.53,1654.35,457.66,1669.96,469.37,1700.92,477.76,1743.48,479.43,1762.93
"2","f01_frame_rep1","f01","1","ʦ͡ʊːraːr","ATR","ʊː","aː",480.47,1626.38,523.19,1413.33,529.22,1287.78,510.38,1214.83,476.92,1129.34,436.49,1101.27,431.52,1063.65,430.49,1002.11,423.09,957.85,460.61,985.89,654.37,1403.09,676.62,1267.96,703.11,1189.9,739,1220.79,786.1,1383.82,797.89,1481.55,781.6,1513.7,793.89,1605.81,802.46,1695.13,749.8,1698.87
"3","f01_frame_rep1","f01","1","teɮijg","non-harmonic","e","i",822.89,2454.82,424.58,2497.02,362.05,2567.03,354.63,2618.05,357.06,2639.82,358.96,2606.17,360.68,2589.3,361.97,2586.93,361.86,2600.38,359.36,2568.34,899.34,2636.98,456.6,2574.73,277.85,2715.58,272.23,2989.63,278.37,2876.06,285.08,2746.61,289.12,2718.43,292.82,2701.29,296.18,2695.14,299.77,2681.54
"4","f01_frame_rep1","f01","1","ʦ͡aːrʊːɮ","ATR","aː","ʊː",750.64,1631.63,923.27,1673.49,1051.92,1635.74,1007.12,1614.59,974.97,1590.28,1052.98,1173.48,994.99,1257.37,903.1,1407.24,857.33,1398.89,907.76,1198.72,695.59,1673.15,638.43,1133.5,596.64,1038.19,583.32,1044.3,588.26,1067.57,588.54,1141.82,580.6,1148.92,546.23,1132.45,548.53,1146.79,574.11,1182.07
"5","f01_frame_rep1","f01","1","teɮguːr","ATR","e","uː",316.55,2547.08,349.15,2560.84,363.59,2629.21,366.04,2733.68,369.52,2784.24,372.68,2808.97,372.76,2720.71,372.77,2651.65,372.65,2611.16,370.24,2588.07,283.41,1294.33,339.32,1018.35,347.35,950.92,343.33,915.27,348.66,902.81,353.14,884.12,360.01,876.44,381.47,897.64,395.15,980.94,394.09,1023.85
"6","f01_frame_rep1","f01","1","xɔjor","non-harmonic","ɔ","o",888.94,1241.04,581.33,1176.63,504.51,1156.99,593.27,1179.05,609.97,1251.94,615.8,1366.3,604.28,1503.46,555.81,1653.14,525.35,1784.32,483.94,1921.55,498.86,2010.91,504.49,1963.17,510.29,1911.05,514.18,1855.74,512.44,1810.6,506.82,1807.86,544.59,2012.7,789.65,2088,1340.81,2661.63,1855.12,3302.21
"7","f01_frame_rep1","f01","1","teɮger","ATR","e","e",445.33,2409.45,377.69,2457.79,369.1,2501.36,375.39,2536.06,376.23,2536.77,376.32,2568.12,375.86,2621.8,375.29,2625.31,372.14,2608.67,364.61,2560.07,1191.92,2191.67,282.83,1839.87,334.71,1829.31,370.41,1807.35,395.13,1791.06,408.39,1797.4,418.27,1793.54,426.96,1802.47,434.6,1828.1,435.85,1836.83
"8","f01_frame_rep1","f01","1","suɮijg","non-harmonic","u","i",1883.33,2788.7,1869.33,2710.24,1626.44,2609.43,510.43,1737.23,343.66,1546.09,355.1,1503.79,360.46,1502.42,364.1,1557.95,363.51,1614.13,353.43,1732.5,698.25,2408.46,314.21,2466.63,324.42,2564.05,325.02,2576.87,324.54,2561.27,334.53,2579.51,339.33,2619.69,345.65,2655.12,356.51,2674.1,360.95,2691.71
"9","f01_frame_rep1","f01","1","taɮiːg","non-harmonic","a","iː",563.95,1913.18,797.11,1822.48,872.19,1719.44,933.93,1688.99,949.36,1621.37,960.38,1569.68,902.11,1555.75,853.51,1451.4,823.68,1383.91,729.99,1337.23,1315.27,2581.67,722.79,2465.6,461.35,2593.41,466.65,2679.99,467.51,2694.81,473.51,2713.23,469.14,2718.08,449.88,2661.24,403.22,2469.44,438.57,2726.9
"10","f01_frame_rep1","f01","1","teɮeːr","ATR","e","eː",396.51,2570.07,354.24,2599.07,361.94,2628.06,369.49,2663.65,373.45,2693.84,374.7,2719.96,375.53,2697.1,375.66,2676.53,374.07,2671.57,370.91,2629.03,581.45,2535.24,426.38,2591.77,448.23,2635.6,464.08,2628.1,472.43,2595.7,482.15,2603.83,489.26,2471.06,489.99,2087.45,485.02,2057.43,476.81,2333.02
"11","f01_frame_rep1","f01","1","taɮaːr","ATR","a","aː",588.86,1733.7,833.21,1700.32,913.58,1676.69,968.2,1654.37,1010.71,1684.49,1009.42,1673.57,989.44,1636.77,968.95,1640.49,946.15,1670.02,917.3,1645.41,922.96,2063.05,853.82,1585.79,921.83,1575,945.36,1413.29,947.31,1491.18,966.22,1630.67,950.01,1617.66,915.04,1585.82,897.11,1609.27,875.82,1620.35
"12","f01_frame_rep1","f01","1","aʧ͡iɮ","non-harmonic","a","i",304.93,1915.5,240.69,1896.16,350.65,1842.5,775.88,1985.43,889.53,2069.44,896.63,1986.49,884.39,1993.23,843.63,2103.04,739.1,2176.52,651.61,2303.39,2747.75,3084.89,2101,2835.12,1142.49,2569.24,394.45,2372.66,413.91,2428.8,433.37,2484.95,449.13,2475.66,463.7,2445.31,473.06,2410.58,470.13,2365.54
"13","f01_frame_rep1","f01","1","tɔɮiːg","non-harmonic","ɔ","iː",631.86,1464.2,691.16,1348.51,781.26,1412.8,796.95,1181.34,763.46,1194.86,756.64,1173.26,742.27,1157.05,732.35,1156.02,704.67,1170.43,673.49,1196.6,808.42,2292.04,448.34,2434.74,415.9,2543.31,414.84,2773.34,416.17,2731.55,412.07,2730.9,425.36,2676.68,419.69,2604.24,351.24,2418.88,344.08,2514.56
"14","f01_frame_rep1","f01","1","sʊɮaːr","ATR","ʊ","aː",863.79,2038.9,1214.14,2213.6,820.39,1833.61,735.84,1672.47,724.89,1585.66,688.67,1515.31,683.06,1509.17,536.96,1307.58,402.85,1119.41,442.72,1166.15,708.89,1779.13,842.73,1534.86,912.69,1428.02,956.89,1500.22,993.53,1563.62,994.66,1584.51,1021.75,1615.25,970.51,1503.86,903.6,1555.37,881.96,1644.26
"15","f01_frame_rep1","f01","1","teːɮeːr","ATR","eː","eː",389.95,456.98,438.27,2434.8,458,2646.48,473.86,2686.12,485.58,2715.39,486.06,2801.87,506.36,2632.6,516.96,2621.66,517.29,2579.13,482.02,2531.76,579.7,2336.24,494.47,2442.99,494.25,2459.86,494.36,2472.34,490.67,2470.09,489.21,2444.09,487.34,2391.88,481.35,2359.04,476.43,2316.75,470.94,2226.8
"16","f01_frame_rep1","f01","1","pɔːtɔɮ","rounding","ɔː","ɔ",554.68,1127.86,660.64,992.36,718.72,1006.92,770.72,1022.3,804.34,950.19,814.76,948.32,752.12,1020.86,723.15,1051.75,724.35,1110.23,741.58,1177.12,612.83,1642.8,603.9,1624.68,597.72,1555.65,591.76,1482.37,593.14,1460.28,604.28,1506.36,615.42,1552.44,604.1,1576.32,591.22,1598.67,568.63,1597.59
"17","f01_frame_rep1","f01","1","atiɮ","non-harmonic","a","i",422.11,2697.72,482.28,2595.69,292.09,2442.51,307.26,1824.95,312.61,1870.29,975.97,2164.69,807.27,2247.74,802.32,2194.12,681.16,2309.97,587.61,2319.23,491.51,2275.21,496.89,2317.93,497.4,2328.38,497.33,2334.92,498.13,2337.95,500.46,2334.74,502.79,2331.53,501.13,2320.37,498.67,2307.59,490.96,2295.63
"18","f01_frame_rep1","f01","1","ʦ͡eːɮper","ATR","eː","e",377.64,2342.51,412.15,2442.52,437.87,2463.38,454.16,2516.19,468.19,2590.26,484.56,2523.4,500.45,2543.19,515.74,2562.64,519.24,2450.89,514.07,2398.5,401.17,1602.98,415.97,1605.17,434.97,1610.75,453.97,1616.34,459.12,1609.25,455.47,1594.11,451.87,1579.33,451.94,1587.81,452,1596.29,451.57,1620.54
"19","f01_frame_rep1","f01","1","tuːguːr","ATR","uː","uː",485.71,1526.36,481.96,1286.58,451.2,1093.65,468.04,1209.31,486.26,1193.07,504.67,1150.76,514.02,1132.5,540.34,1100.7,534.57,913.45,501.73,781.58,422.25,778.27,463.05,848.65,471.26,865.47,489.44,902.71,507.68,946.12,529.8,1002.33,546.71,1058.32,547.5,1086.17,579.92,1135.18,630.57,1237.37
"20","f01_frame_rep1","f01","1","ʃiɮijg","ATR","i","i",2438.23,3134.55,2345.21,3142.04,1101.06,2703.25,208.58,2427.78,284.44,2591.32,329.77,2671.59,358.27,2706,361.94,2711.8,363.23,2728.3,360.28,2766.15,853.68,2507.21,463.86,2402.71,273.56,2663.48,280.81,2625.66,298.05,2666.98,314.25,2630.07,328.77,2585.8,342.79,2598.05,357.57,2614.92,356.49,2659.87
"21","f01_frame_rep1","f01","1","minij","ATR","i","i",356.28,1350.56,358.08,1688.8,365.3,2328.41,370.55,2796.37,370.66,2825.37,373.42,2821.04,378.01,2793.64,380.76,2801.95,382.91,2802.63,383.59,2755.64,286.4,1065.53,283.74,2048.01,289.65,2789.22,322.46,2772.05,355.28,2754.88,363.19,2752.01,363.5,2753.49,363.64,2757.97,363.35,2769.71,363.06,2781.46
"22","f01_frame_rep1","f01","1","suɮteːr","ATR","u","eː",1935.62,2848.44,1921.89,2673.54,1176.77,2240.67,254.81,1749.15,301.17,1637.17,332.57,1565.82,345.68,1544.13,351.72,1483,355.76,1451.49,358.19,1608.36,463.83,2499.63,466.97,2469.83,467.77,2259.85,474.92,2480.35,478.51,2473.84,480.5,2478.62,479.45,2471.68,470.16,2444.03,460.54,2374.64,456.87,2232.21
"23","f01_frame_rep1","f01","1","suːɮijg","non-harmonic","uː","i",1647.86,2707.81,327.08,1506.03,387.17,1186.67,405.14,1067.91,378.18,966.88,373.45,966.61,382.37,985.56,361.18,1001.63,358.51,1037.89,367.84,1219.07,1133.6,2714.06,1020.63,2699.66,479.99,2585.31,286.42,2559.44,294.41,2587.55,303.48,2626.79,314.27,2652.07,324.1,2665.73,330.64,2663.94,334.15,2662.26
"24","f01_frame_rep1","f01","1","taɮʊːɮ","ATR","a","ʊː",1219.86,2034.95,803.58,1929.83,845.08,1774.59,905.31,1710.89,920.32,1673.6,922.4,1617.67,923.17,1615.02,919.43,1637.28,898.75,1617.38,853.86,1582.88,842.13,2336.02,563.48,1722.42,542.47,1214,556.95,1217.92,539.09,1119.21,532.58,1091.77,540.11,1112.14,539.66,1103.82,539.09,1119.88,535.64,1132.82
"25","f01_frame_rep1","f01","1","ʃiɮeːr","ATR","i","eː",2502.22,3085.56,2456.91,3106.59,1929.94,2956.2,644.35,2535.81,312.15,2547.23,344.99,2714.1,353.04,2704.3,356.54,2675.17,352.92,2615.83,343.94,2621.89,421.99,2553.42,455.25,2582.72,475.25,2494.72,489.24,2501.95,497.91,2520.43,507,2410.37,511.83,2335.18,509.81,2310.94,502.04,2297.09,481.48,2223.74
"26","f01_frame_rep1","f01","1","tɔːgʊːr","ATR","ɔː","ʊː",701.73,1659.41,779.14,1270.85,794.86,1191.6,814.65,1258.54,778.62,1137.76,777.64,1044.95,816.3,1077.04,748.7,1041.44,719,1047.78,661.91,996.78,786.9,2272.39,720.62,2451.11,475.24,1032.05,452.71,763.58,483.11,847.22,501.88,934.93,485.35,974.46,481.1,1008.11,510.09,1031.93,532.97,1047.76
"27","f01_frame_rep1","f01","1","soɮor","rounding","o","o",787.43,2180.61,1688.61,2816.06,1612.78,2727.69,977.94,2182.99,264.73,1561.95,315.5,1519.36,355.5,1490.87,384.48,1488.9,397.23,1533.46,394.37,1611.81,870.82,2188.65,912.1,1748.29,754.67,1693.32,579.31,1679.71,479.01,1550.11,448.78,1502.35,485.08,1532.28,495.37,1539.78,499.84,1542.64,499.54,1543.19
"28","f01_frame_rep1","f01","1","ʦ͡ʊːriːg","non-harmonic","ʊː","iː",467.35,1540.12,482.16,1318.47,465.16,1121.56,443.2,1073.62,441.38,989.16,449.96,923.22,453.56,865.16,457.13,863.35,465.94,882.32,468.65,880.22,479.13,1771.84,457.79,2004.74,469.75,2295.32,458.48,2464.67,447.61,2511.39,428.2,2424.58,404.77,2283.51,456.26,1873.9,447.83,2192.31,357.92,2403.51
"29","f01_frame_rep1","f01","1","pʊɮʊːr","ATR","ʊ","ʊː",520.49,1663.71,314.2,1320.31,334.84,1206.3,353.91,1100.4,350.33,1111.8,346.74,1123.2,345.52,1171.73,346.06,1248.12,346.55,1323.21,346.47,1383.08,1164.28,1995.06,390.01,1398.16,410.73,1117.43,413.37,971.65,393.21,856.55,397.78,842.62,392.66,774.03,382.46,748.18,406.63,816.66,419.45,930.13
"30","f01_frame_rep1","f01","1","ʦ͡ʊraɮtʰ","ATR","ʊ","a",534.41,1581.64,565.65,1534.22,572.11,1446.46,549.74,1312.31,551.16,1267.71,551.28,1225.99,549.03,1178.84,538.46,1087.86,540.13,1060.06,546.87,1047.78,840.85,2384.65,855.57,2383.84,786.41,2086.41,714.24,1778.37,642.06,1470.32,619.96,1350.74,620.54,1316.52,621.12,1282.31,622.98,1273.97,626.69,1302.71
"31","f01_frame_rep1","f01","1","ʦ͡ʊːrʊːɮ","ATR","ʊː","ʊː",531.6,1449.7,525.57,1208.16,510.02,1054.58,489.99,1027.88,482.62,1075.35,488.09,1082.9,498.37,1034.9,508.23,971.54,513.71,942.07,521.97,942.7,545.62,1243.54,518.49,1163.08,518.59,1178.8,513.63,1117.17,535.89,1108.71,536.54,1093.76,540.51,1087.33,554.8,1115.19,567.78,1173.13,577.97,1256.95
"32","f01_frame_rep1","f01","1","tʊːɮaɮ","ATR","ʊː","a",487.76,1553.05,511.48,1292.74,522.27,1139.59,503.76,1033.5,457.33,1022.7,463.22,1054.34,478.65,1066.29,494.66,1030.9,527.76,1007.96,534.5,1088.12,766.42,2292.51,698.18,1995.85,629.93,1699.19,623.19,1568.92,661.4,1560.26,697.41,1552.44,700.71,1556.98,704,1561.53,703.11,1565.64,698.76,1569.4
"33","f01_frame_rep1","f01","1","pɔːɮɔːr","rounding","ɔː","ɔː",581.18,1159.1,698.04,1089.49,702.28,1044.69,669.62,1021.9,690.85,1044.19,697.06,1017.15,732.38,1016.07,704.03,992.08,735.47,1005.1,745.86,1118.81,891.79,2508.83,671.46,1738.34,689.04,1311.76,717.45,1215.5,725.48,1163.39,720.1,1123.51,729.04,1127.18,725.27,1141.68,714.76,1142.54,709.57,1160.67
"34","f01_frame_rep1","f01","1","purteɮ","ATR","u","e",466.44,1036.46,450.88,798.02,395.13,957.56,402.77,996.7,407.7,1057.34,417.51,1157.03,418.66,1256.99,404.07,1430.14,399.45,1497.56,410.09,1513.21,444.57,2239.54,461.37,2207.73,476.97,2184.6,484.5,2219.51,492.04,2254.43,493.46,2278.07,491.83,2296.09,489.57,2309.34,484.86,2304.08,480.15,2298.81
"35","f01_frame_rep1","f01","1","sʊɮiːg","non-harmonic","ʊ","iː",851.98,2431.98,929.7,2059.85,708.95,1631.88,703.35,1677.39,636.67,1507.77,291.06,1069.92,485.97,1145.26,510.72,1169.65,529.33,1166.97,521.67,1188.97,839.98,2366.57,431.2,2557.05,475.55,2635.92,468.66,2725.34,461.88,2663.48,482.49,2657.75,465.06,2699.7,373.8,2753.29,403.89,2528.18,333.92,1940.2
"36","f01_frame_rep1","f01","1","toɮo:r","ATR","o","o:",585.96,1851.75,391.68,1732.2,378.32,1569.65,362.14,1427.45,349.41,1319.69,348.4,1279.66,349.94,1256.64,350.79,1260.86,349.96,1300.23,346.75,1459.32,687.12,2006.41,440.43,1460.39,436.95,1283.91,457.22,1287.93,460.09,1160.44,465.7,1151.95,473.62,1151.14,474.94,1142.46,470.87,1176.24,465.91,1206.22
"37","f01_frame_rep1","f01","1","tuːɮger","ATR","uː","e",398.65,1747.64,398.15,1154.76,404.32,938.63,393.25,853.25,364.56,716.35,357.99,735.01,351.93,753.19,373.23,782.34,394.48,823.35,409.03,1094.29,645.29,2128.72,1568.48,2795.01,457.95,1821.9,351.98,1752.52,354.98,1759.38,359.86,1760.49,367.54,1770.46,379.11,1785.82,388.49,1817.42,400,1844.61
"38","f01_frame_rep1","f01","1","ʦ͡ʊrgʊːɮ","ATR","ʊ","ʊː",459.09,1524.68,496.27,1486.58,510.34,1448.49,512.56,1408.8,503.83,1365.53,483.43,1303.55,474.64,1240.35,471.22,1187.09,466.94,1167.66,470.06,1166.72,509.45,840.86,596.57,871.4,552.6,850.68,545.56,820.07,540.72,879.4,542.84,963.14,521.86,953.73,529.07,960.69,545.48,1014.65,567.25,1146.12
"39","f01_frame_rep1","f01","1","tijɮeɮtʰ","ATR","i","e",298,2467.5,288.64,2563.77,306.12,2652.7,314.34,2685.05,309.2,2715.95,292.98,2745.64,286.69,2838.38,282.12,2929.81,277.16,2947.11,274.4,2949,532.21,2315.63,404.85,2344.88,421.33,2353.32,437.82,2361.76,454.31,2370.2,459.54,2360.41,461.34,2345.05,463.13,2329.7,462.52,2320.24,458.39,2319.38
"40","f01_frame_rep1","f01","1","toɮijg","non-harmonic","o","i",824.03,1939.67,367.01,1896.32,363.22,1636.65,352.42,1503.93,352.48,1366.81,351.86,1334.92,352.21,1314.1,350.7,1379.15,350.35,1459.14,352.22,1549.68,822.11,2131.4,737.97,2103.51,456.97,2320.17,304.38,2535.97,321.05,2656.93,311,2718.71,307.26,2663.64,305,2744.09,306.05,2778.52,309.99,2746.63
"41","f01_frame_rep1","f01","1","tɔɮʊːɮ","ATR","ɔ","ʊː",658.13,2115.93,741.36,1565.83,779.83,1387.3,769.83,1252.05,743.34,1190.27,745.22,1180,760.14,1201.77,752.54,1218.08,716.59,1220.62,683.63,1264.5,990.49,2414.55,524.87,1372.31,506.02,1082.48,521.11,1111.75,500.1,1065.68,500.02,1033.43,505.13,1008.66,518.5,981.97,521.43,994.18,508.37,1026.6
"42","f01_frame_rep1","f01","1","torwuːɮ","ATR","o","uː",736.8,2039.72,383.5,1880.43,367.36,1690.94,364.01,1485.55,366.49,1388.9,366.88,1284.91,367.26,1240.43,370.23,1156.12,374.47,1213.16,377.79,1248.75,402.02,912.47,413.32,935.14,419.85,918.48,408.34,834.21,403.91,849.97,417.55,884.55,423.21,893.94,431.16,973.28,450.67,1054.44,457.58,1236.63
"43","f01_frame_rep1","f01","1","po:ro:r","ATR","o:","o:",419.72,1106.47,390.97,811.99,410.39,862.89,442,922.17,455.25,945.94,466.94,919.33,470.28,847.15,469.23,813.07,472.17,814.02,482.9,1023.4,453.1,1445.82,456.15,1364,466.18,1239.21,474.07,1216.1,473.75,1216.57,469.78,1198.98,466.47,1193.65,463.68,1209.93,458.05,1256.12,447.81,1329.05
"44","f01_frame_rep1","f01","1","ʦ͡o:ɮroɮtʰ","ATR","o:","o",429.88,1675.2,434.95,1379.6,425.55,1142.32,446.08,1108.17,464.88,1053.89,463.88,976.53,470.8,977.77,473.61,999.77,483.62,1035.18,489.31,1276.65,451.17,2020.82,432.33,1913.37,423.7,1799.49,416.11,1698.69,416.12,1693.9,416.13,1689.11,416.08,1695.26,415.98,1711.21,415.88,1727.15,403.73,1684.55
"45","f01_frame_rep1","f01","1","piɮpuːr","ATR","i","uː",257.23,2186.63,289.02,2298.86,314.99,2394.77,342.86,2510.94,356.92,2577.88,361.77,2612,354.32,2633.46,353.67,2642.26,365.97,2628.45,357.65,2608.45,337.47,1386.68,398.47,850.56,413.42,877.07,417.96,686.33,386.91,714.08,396.6,733.17,383.97,730.8,416.92,758.56,429.66,863.26,437.73,994.24
"46","f01_frame_rep1","f01","1","paːɮiːg","non-harmonic","aː","iː",834.99,1355.28,959.1,1409.17,935.26,1242.33,1087.14,1232.24,975.65,1444.27,919.97,1447.65,971.79,1492.81,984.86,1508.8,957.46,1520.4,926.15,1657.57,1204.73,2713.32,618.57,2514.44,440.44,2651.91,437.38,2708.66,437.21,2707.87,426.97,2774.37,406.72,2829.97,321.98,2712.3,294.54,2455.05,268.03,1905.79
"47","f01_frame_rep1","f01","1","tɔɮɔːr","rounding","ɔ","ɔː",644.07,1835.97,706.67,1617.94,787.93,1579.02,783.65,1392.11,762.48,1289.45,753.66,1280.55,765.17,1300.57,747.76,1294.84,757.26,1341.55,734.49,1410.79,772.02,2293.2,599.55,1108.84,709.78,1020.63,753.55,1083.72,795.5,1194.84,806.32,1203.03,816.05,1249.32,801.56,1259.23,775.84,1220.58,754.76,1198.17
"48","f01_frame_rep1","f01","1","pijrijg","ATR","i","i",144.48,1902.84,247.79,1944,294.33,2494.54,337.8,2672.74,355.25,2754.07,349.84,2821.2,343.62,2834.48,341.6,2906.49,325,3002.32,310.98,3036.88,271.63,2347.48,283.3,2397.03,294.96,2446.59,307.94,2504.1,321.65,2566.07,335.1,2621.9,346.56,2633.24,358.03,2644.57,367.09,2667.81,374.55,2698.97
"49","f01_frame_rep1","f01","1","tijɮuːɮ","ATR","i","uː",430.71,2700.95,328.47,2656.18,316.42,2657.7,306.6,2659.79,312.08,2665.77,316.7,2676.69,313.85,2730.93,311.09,2783.56,309.56,2817.08,307.92,2850.16,527.11,1916.83,381.79,1633.45,453.6,1528.09,449.8,1282.31,453.95,1194.24,462.05,1127.09,456.36,1059.43,445.35,1031.22,447.17,1061.08,461.54,1220.49
"50","f01_frame_rep1","f01","1","teːɮijg","non-harmonic","eː","i",411.75,2638.8,418.42,2714.88,432.28,2587.85,441.93,2604.27,448.35,2615.47,465.85,2609.79,456.25,2617.21,462.69,2644.87,465.99,2619.58,412.56,2631.64,907.98,2553.9,503.23,2473.62,368.93,2540.63,338.66,2577.24,358.24,2599.26,370.13,2617.59,381.2,2632.78,390.65,2641.72,398.33,2648.36,405.1,2653.82
"51","f01_frame_rep1","f01","1","pijreːr","ATR","i","eː",627.88,2097.67,280.08,2400.68,317.19,2741.86,332.31,2769.28,325.79,2764.82,316.6,2792.53,305.69,2822.36,292.61,2870.75,301.25,2861.25,300.7,2993.27,349.65,2167.04,435.62,2274.77,471.76,2403.85,476.33,2443.83,475.68,2407.02,473.83,2364.06,470.75,2335.21,463.94,2318.91,452.24,2297.63,444.89,2196
"52","f01_frame_rep1","f01","1","paːɮaːr","ATR","aː","aː",819.84,1293.57,919.75,1299.72,737.74,1140.07,684.7,1157.5,756.59,1244.03,910,1453.72,1001.47,1541.58,999.61,1523.31,952.72,1604.01,879.83,1723.4,845.6,1676.72,880.44,1680.06,883.91,1597.09,921.84,1555.07,938.37,1526.41,939.26,1569.2,952.63,1580.14,910.8,1593.57,877.64,1595.15,861.67,1705.05
"53","f01_frame_rep1","f01","1","saːraɮ","ATR","aː","a",1246.65,1835.7,995.64,1723.81,986.98,1536.49,1000.23,1502.51,1041.32,1555.88,1051.46,1531.61,1045.37,1551.91,1044.56,1581.01,983.36,1589.27,935.93,1613.43,629.95,1582.38,618.96,1559.39,607.97,1536.4,628.9,1507.34,658.36,1476.66,678.19,1476.59,677.07,1543.1,675.95,1609.62,673.92,1635.37,671.72,1653.41
"54","f01_frame_rep1","f01","1","suːɮeːr","ATR","uː","eː",1544.73,2526.16,297.09,1401.12,398.4,1172.84,402.35,934.98,395.26,925.7,396.57,931.08,399.22,909.46,411.84,949.34,396.62,992.32,407.01,1184.71,596.36,2246.56,459.67,2295.63,474.99,2349.79,477.73,2400.94,476.39,2412.49,475.39,2356.02,476.03,2314.39,474.42,2287.96,464.57,2284.87,446.42,2211.33
"55","f01_frame_rep1","f01","1","teːguːr","ATR","eː","uː",389.06,2651.89,404.01,2715.46,418.2,2724.34,432.55,2616.78,453.48,2572.78,470.44,2599.84,471.64,2554.01,483.71,2505.84,476.54,2570.77,432.02,2647.24,368.85,1038.43,411.71,958.61,415.41,925.36,414.65,914.44,416.36,910.41,420.78,909.75,419.98,902,415.4,907.16,415.1,978.25,417.5,1069.16
"56","f01_frame_rep1","f01","1","pɔːɮiːg","non-harmonic","ɔː","iː",552.16,1130.87,668.75,1133.95,673.16,1076.02,653.04,981.47,639.47,994.56,668.69,910.33,673.64,954.29,735.86,1066.3,756.32,1081.35,754.91,1122.23,641.11,2128.8,405.6,2574.76,425.85,2626.63,428.17,2673.84,424.41,2643.34,417.75,2659.71,412.74,2576.13,391.28,2490.37,324.88,2236.71,320.07,1812.04
"57","f01_frame_rep1","f01","1","pɔɮɔr","rounding","ɔ","ɔ",1117.05,1966.06,609.18,1351.27,671.15,1156.77,725.34,1160.79,746.38,1143.08,762.59,1176.77,724.26,1138.82,719.32,1169.09,716.76,1222.89,697.9,1335.4,783.54,1968.14,611.87,1834.42,560.24,1686.33,626.88,1524.08,663.01,1405.79,670.33,1329.04,679.83,1309.25,691.29,1341.05,702.36,1385.3,713.09,1440.35
"58","f01_frame_rep1","f01","1","porijg","non-harmonic","o","i",481.13,1432.35,350.53,929.17,350.92,928.49,354.1,942.76,355.33,928.5,358.63,921.55,363.54,974.43,369.97,1058.41,373.89,1095.9,374.43,1151.7,368.48,1790.37,363.81,1847.35,361.94,1935.59,364.42,2072.02,363.18,2271.42,359.24,2487.45,342.85,2664.5,333.37,2767.53,332.03,2783.38,339.17,2696.32
"59","f01_frame_rep1","f01","1","ʦ͡o:ɮruːɮ","ATR","o:","uː",412.54,1772.86,423.5,1370.43,438.97,1229.45,449.34,1126.7,464.16,1095.19,473.15,1048.65,480.5,1024.4,475.51,977.4,475.45,985.35,484.07,1248.63,405.82,1555.55,407.04,1369.26,418.84,1210.36,427.44,1087.13,428.95,1034,426.92,990.29,422.76,986.74,421.14,1007.92,422.31,1072.81,421.7,1138.24
"60","f01_frame_rep2","f01","2","ʧ͡ʰiɮger","ATR","i","e",308.79,2306.03,334.55,2329.25,354.22,2359.58,331.55,2387.12,290.05,2413.55,326.24,2484.99,349.52,2519.63,345.22,2475.68,342.69,2463.91,341.19,2470.73,278.33,1814.88,320.75,1792.69,365.3,1756.98,407.41,1759.26,445.63,1771.1,467.09,1795.36,485.94,1818.32,502.16,1839.98,503.23,1850.95,497.96,1847.56
"61","f01_frame_rep2","f01","2","ʦ͡ʊːraːr","ATR","ʊː","aː",491.56,1533.23,500.01,1384.56,497.19,1307.95,459.44,1137.74,464.91,1101.84,433.37,1047.2,437.05,1028.42,427.65,1033.87,448.51,1076.42,462.92,1111.75,771.64,1866.41,832.34,1667.3,883.79,1763.31,792.48,1675.05,1013.48,2058.52,1106.25,1859.07,1014.1,2059.4,1018.04,2373.09,1042.24,2071.89,1008.41,1635.41
"62","f01_frame_rep2","f01","2","teɮijg","non-harmonic","e","i",432.48,2592.4,342.1,2641.69,324.1,2701.66,318.77,2725.89,318.08,2736.63,316.8,2736.31,315.92,2719.49,315.87,2668.93,314.06,2643.77,311.21,2633.7,666.5,2604.8,554.66,2720.73,322.17,2703.45,352.48,2729.49,373.62,2761.31,385.47,2807.4,382.4,2886.67,374.56,2863.1,368.87,2789.75,368.04,2672.68
